post_id,date,username,body,num_likes,location,joined,points,clubs,title,mean_word_length,mean_sent_length,word_count,polarity,subjectivity
108482429,2013-12-03,Henry T.,"Thanks for the responses.  I guess we are looking more for just a wilderness climbing experience than a dedicated backpacking trip.  So most of it would be climbing with some hiking in between crags. Hopefully wouldn't have to put in very many miles per day in order to deal with the extra weight.  Also, while I have experience guiding in the southeast and some experience in the Utah desert, I have no alpine climbing experience, so that might exclude the Winds.",0,"Nashville, TN",May 2013,5,,Backpacking and Climbing Combo Trip,4.703703703703703,18.0,90,0.37,0.39
113985441,2018-01-11,Gavin W,"Every now and then I see something where someone climbs half of one sport route, traverses over, climbs the second half of another sport route, and then posts it and claims the FA. I figure if that what makes them feel good, then whatever man. I'm just here to waste time on the forums, my tick list sucks.Woot woot!DMT",0,NW WA,Feb 2015,1,,First Ascent...seriously?!?!,4.423728813559322,23.0,69,0.0333333333333333,0.1866666666666666
107887480,2012-11-13,randy88fj62,Ice climbing hones your skills so you can hit harder and more technical mountaineering routes. Top roping last year and learning to ice climb opened up a few couloirs for me this past season that I woudn't have donw without ice tools.,0,Unknown Hometown,May 2010,1,,The appeal of ice climbing,4.595238095238095,22.5,45,0.0642857142857142,0.2166666666666667
107917960,2012-12-03,Woodchuck ATC,Brad W wrote:More cowbell?+1 on the cowbell.....I'm in for that.,0,Unknown Hometown,Nov 2007,0,Access Fund Member,You know what this site really needs?,5.5,18.0,18,0.0,0.0
122332746,2022-05-04,L Kap,Jake Jones    wrote:Beware the old crusty dude with no regular partner that's constantly seeking new climbers to be his protege.This goes for anyone who is constantly seeking new partners.,6,"Boulder, CO",Apr 2014,5,"Access Fund Member, American Alpine Club Member",What did you wish you knew when you started climbing?,5.413793103448276,33.0,33,0.0621212121212121,0.3087801087801088
108971906,2014-05-13,Woodchuck ATC,"Think that was the title,,Valley Uprising , or Yosemite Rising,,something by John Long was promoted at ReelRock Tour 8 last fall, as being 'released' in spring of 2014.   Not sure if it's making the rounds of climbing gyms, etc. or going straight to DVD..Has anyone heard anything about it lately?  I see nothing anywhere, not in mags, nothing about it.  Looking forward very much to getting a DVD copy of this sort of history of the Stonemasters and their antics and events of those great years of the 70-80's...  Appreciate any links or updates on it.",0,Unknown Hometown,Nov 2007,0,Access Fund Member,Yosemite 'Valley Uprising' ,4.71875,19.166666666666668,115,0.0942857142857143,0.4807936507936508
116750507,2019-04-24,eli poss,"caughtinside wrote: Things aren't cheaper, and the gear isn't much better. It is lighter, but I think that's more of a logical progression. Most of my gear is from 2003 nothing has changed - it's camalots and aliens.What has improved is the marketing. Every company makes money on their 80 dollar pants, 30 dollar t-shirts, and 30 dollar trucker hats now. And most climbers are wearing them, many crags are ugly-fashion shows.The idea that climbing companies are pushing climbers into gyms, etc. so that they can make boatloads of money of climbing gear is pretty unrealistic. Most of the big names are not making a very large profit on climbing gear. Rather, their big profits come from soft goods and clothing, and a lot that revenue doesn't even come from real climbers but just wealthy people who want nice stuff. And some of those profits are going back into R & D to make the climbing gear better. Because if they didn't they would lose their street cred with climbers which is usually contradicts their missions.If you wanna point the finger at companies making boatloads of money and having more money than anybody should, you wanna take a look at other sectors, such as finance, tech, oil and gas, etc. Metolius, DMM, WC, Trango, etc. are not making bank at the expense of climbers. What I see around here is a lot of climbers wearing whatever clothes that are both warm enough and for sale at a thrift store. A lot of the climbers I know who do wear the fancy gear are usually saving it for cold shit and alpine stuff, not bothering to beat it up when cragging.",3,"Durango, CO",May 2014,5,Access Fund Member,The Climbing Bubble - Will it burst?,4.614285714285714,22.928571428571427,321,0.1797619047619047,0.5160052910052909
107937904,2012-12-21,yellowhouse,"I am shooting a Promotional Video at the Boulder Rock Club on January 3rd for new company I am launching January 2013.    The company is centered around my new product, an indoor ice and mixed climbing training tool.    I need three climbers to demo the tools:    -A relatively inexperienced guy, age 20-26.    -A female climber, age 25-33. Ideally, she'd be a decent ice climber, but if not, she should have at least held and ice tool in her had before the shoot.    -A strong older gentleman with some years of mountain experience (Ice, Rock) under his belt. 35-50, or thereabouts.    Climbers will simply be asked to climb with the tools and give their comments on video. The female climber and older male climber should be strong enough to lead climb in a gym.    If you think you fit the description, and would like to be in the video, being produced by the strong and creative team at Louder Than 11 (ww.LT11.com), please forward a picture and a short write up of your climbing experience to Ben Carlson at Ben@DryIceTools.com.    Compensation is a pair of the as yet unreleased to the market DRY ICE tools.",0,"New Paltz, NY",May 2006,5,"Access Fund Member, American Alpine Club Member",Wanted: Climbers for Video Shoot.,4.618556701030927,20.363636363636363,224,0.1548209366391184,0.4674045651318378
111473034,2015-12-29,Joe Garibay,Just give the grade of the hardest section,0,"Ventura, Ca",Apr 2014,6,,Modern Grades,4.375,8.0,8,0.0,0.0
105901845,2006-12-27,Umph!,"These are all great ""memorable"" stories!  I've gotten in over my head so many damn times it's hard to think of the ""worst"". . . I've recently matured a bit and don't push myself so foolishly hard as I use to.  Maybe my most memorable was a free solo trip/climb (onsight) up the Ellingwood Arete at Crestone Needle (CO).  The guide (which I didn't bring) showed a few pitches of 5.7 climbing, so I figured I could handle it, and summit Crestone (14'r) in a half-day (I was able to negotiate my old Montero to the upper parking area just after dawn).  The 3rd/4th class pitches (3 or 4?) went easy enough and I was feeling confident and strong; i.e., foolish.  When I came to the first technical crux of ""5.7"" crack/face climbing storm clouds had enveloped the entire sky and portions of the top peaks.  Rain began and quickly turned to snow!  I pulled my heavy fleece from my pack and hunkered down on the ledge. . . about 10 minutes later it passed, of course a lot of the rock was already wet.  Most likely I was off-route, as the crack/face I started to climb felt like 5.8+.    I won't bother you with all the details, but I finally summited around 6:30 pm (about 9 hrs!), after all the downclimbing and route finding and ""hanging out"" to gather my nerves etc.  I returned to my truck and beer and advil just after dark, promising myself that I would never do something so foolish again - truly, I can't hardly wait to go back. . . with a rope and partner.",0,Unknown Hometown,Nov 2004,0,,Most memorable climbs?,4.323529411764706,14.954545454545457,329,0.1316993464052287,0.5263888888888889
107713050,2019-08-30,coppolillo,"End-roping (tying two people to the end of one rope in some configuration), caterpillar style (leader trails one rope, 1st follower comes up trailing another rope, then 2nd follower comes up once the 1st follower is at the top belay), and parallel (two followers climb simultaneously), all have their place, with pros and cons. Let the route/terrain dictate the technique....",7,Unknown Hometown,Sep 2009,0,"Access Fund Member, American Alpine Club Member",party of 3 on multipitch,5.266666666666667,37.0,74,0.1666666666666666,0.1666666666666666
119597549,2020-09-21,Brent Kelly,"Michael Anthony    wrote: If I can do that at that age, I’ll consider my life a success.I share in that sentiment. At least, if I’m not mobile and/or useful at 91, I hope to have a damn good reason beyond “eh, I figured someone else would be takingcare of me by now.”What’s the story with the editing critique? Tad should be TAD?",1,"Boulder, CO",Jul 2010,7,,(2018 news) 91-year-old man climbs Devil’s Tower,4.274193548387097,26.33333333333333,79,0.2333333333333333,0.3333333333333333
107517499,2012-03-19,B Owens,"johnL wrote:   That took me a second. I thought you wrote that you couldn't decide whether to have another or get rid of one.Haha, that was my same first reaction also.",0,Unknown Hometown,Sep 2011,0,,a question for recreational climbers.,4.387096774193548,18.0,36,0.0833333333333333,0.1527777777777777
109917424,2015-01-08,Wilson On The Drums,I've always down climbed. Obviously I pre-rig the rappel with a back up and use a sling if needed for a foot loop and make sure I'm anchored too.,0,"Woodbury, MN",Dec 2010,0,,Transition from top rope to rappel,4.0344827586206895,16.5,33,0.0861111111111111,0.4194444444444444
113617989,2017-09-24,that guy named seb,Just bolt it and give it two grades.,0,Britland,Oct 2015,6,,To Bolt or not to bolt? That is the question,3.625,9.0,9,0.0,0.0
108196487,2013-09-04,Peter Jackson,"20 kN wrote:I just dont understand why more hospitals dont offer ""insurance rates"" to the uninsured.It's a good question. A corollary, and one of the things that always surprises me, is that when discussing treatment options, it's rare to find a provider who can tell you what the procedure they're suggesting actually costs. We always ask, and it usually takes at least 15 minutes to find someone who knows the answer. And even then, it's usually the wrong answer.",0,"Rumney, NH",Aug 2010,5,Access Fund Member,Climbing without health insurance.,4.89873417721519,24.0,96,0.0249999999999999,0.4875
106176037,2008-06-03,Steve Williams,Hey folks  I just want to say congratulations on a superb  job.  You done good!,0,The state of confusion,Jul 2005,5,"Access Fund Member, American Alpine Club Member",Climbers Unite- A Life Saved,4.133333333333334,8.5,17,0.9375,0.8
121667583,2022-05-27,duncan...,"Mark Hudon    wrote:I think Eric Perlman is the oldest, at 65, to have done the NIAD. As far as I know, no team with both members 60 or older have climbed El Cap in a day.Timmy O'Neil and Jack Wurster just climbed the Nose IAD at a combined age of 115.https://www.instagram.com/p/CeE1vV0v2fc/",3,"London, UK",Dec 2014,5,,Oldest person to climb el cap,4.686274509803922,29.5,59,0.1333333333333333,0.6666666666666666
114428165,2018-05-30,Steven Claggett,"It totally depends on context. If you are talking about sport and having the conversation in the context of finding a crag that works for everyone, then it's safe to assume that the stated grade will be on the higher end of someone's abilities because that's kinda the point of sport climbing. Unless you specifically wanted a relaxed climb, you wouldn't want to agree on a crag that had nothing challenging for one of the folks. If someone isn't at the top of their game any particular day, who cares, your just cragging. If you are talking about multi-pitch trad, then it's totally irresponsible for someone to claim to be a 5.xx climber without reasonable confidence that they could safely put up any climb in that grade whether they were having a good day or not.",17,"Anchorage, AK",Dec 2016,0,,Advertising your grade,4.647058823529412,30.4,152,0.2651515151515152,0.5848484848484848
123911792,2023-03-24,Walt Peters,"Don Frijoles wrote: Is Durham on Native Land, and is that the name that the rightful owners used?“Rightful owners“ ??",8,Unknown Hometown,Sep 2019,0,,Rock Climbing on Indigenous Land,4.9,13.5,27,0.0,0.0
106529725,2009-08-30,Kevin Craig,Buff Johnson wrote:Mainly because of the first rule of fight club: keep moving & don't fall on the f'n anchor! Word!,0,Unknown Hometown,Mar 2002,5,,Anyone ever use the equalizing 2-loop Eight in anchors?,4.571428571428571,13.5,27,0.390625,0.3333333333333333
112406830,2017-01-03,rgold,Looks like some whooshing is bound to happen one way or another.,0,"Poughkeepsie, NY",Feb 2008,6,"Access Fund Member, American Alpine Club Member",Rapping of one bolt,4.416666666666667,13.0,13,0.0,0.0
116771087,2019-04-22,Tony W,"In some guidebooks or on MP, sometimes I come across the phrase ""be kind to the trees."" After doing some research, it seems like that means anything from making sure you are not sawing though it with a rope to not even approaching the tree because stepping nearby hurts the root system. For my anchors I normally use a static line to tie a bowline around a tree, and sling a second tree with a cordelette or nylon sling for the second point. Both the loops are all the way around the trunk close to the ground. Should I be doing more to ""be kind to trees"" such as putting a towel between my line and the trunk?",0,"Twin Cities, MN",Nov 2018,0,American Alpine Club Member,"""Be Kind to Trees""",4.177966101694915,26.0,130,0.285,0.5238888888888888
122803995,2022-09-24,Deven Lewis,"West ridge, southtwin sister?",0,Idaho falls,Oct 2016,0,,"Name That Route, Volume VII",6.5,6.0,6,0.0,0.0
121358450,2021-09-27,Princess Puppy Lovr,caughtinside wrote: But keep up the good work! And report back here anytime you find hardware that doesn't pass muster. When did I say it didn’t pass my standards? I was just asking a question. Maybe you can impart more wisdom and I’ll teach you how to be nice!,2,"Rent-n, WA",Jun 2018,6,,Incorrect perma installation?,4.346938775510204,12.0,60,0.53125,0.525
117244434,2019-06-21,Nathan Sullivan,"Brooke S wrote: I really only do sport climbing which is mainly face, but yeah whenever I see a crack I go for a hand or fist jam and I always get them super secure. Just want to make sure this has happened to other people too and it's not something more serious. No trauma that I can remember.It's probably from that super secure hand/fist jamming then. You might be jamming too hard, it doesn't take much to get bruises from little nubbins and things in outdoor cracks. Tape can help, so can just climbing more and getting a feel for the subtleties of good jams.",4,"Fort Collins, CO",Sep 2018,0,,Bruised hands from climbing?,4.330188679245283,23.6,118,0.2063888888888888,0.575925925925926
114175079,2018-03-19,wisam,http://www.dailymotion.com/video/xh03ny,4,Unknown Hometown,Jan 2012,0,,New Climbing Disciplines,39.0,3.0,3,0.0,0.0
121934412,2022-02-06,F r i t z,O'Doyle rules.,4,North Mitten,Mar 2012,0,,SuperTopo Mountain Project?,6.5,3.0,3,0.0,0.0
125050121,2023-10-03,Gunkiemike,I think Mehmet Oz claims to be a rock climber.,12,Unknown Hometown,Jul 2009,7,,Do you know a cardiologist who rock climbs?,3.7,11.0,11,0.0,0.0
121577081,2021-11-04,Strings Attached,"Patty McNucnuc is trolling.His first and only post: Climb Ding the Dong""It's a loud boy. So worth it. Little sus up high. Get in prime bell ringing position before going for it.""His first and only forum comment: Banana BreadContinue on.",2,Unknown Hometown,Aug 2021,0,,SOS Best Banana Bread Recipe,4.925,10.4,52,0.1090624999999999,0.5758333333333334
122976632,2022-09-20,Average Forumuser,Note: The above is just one persons documented experience with CB.,12,Unknown Hometown,Aug 2022,0,,Climber Charles Barrett Arrested for Yosemite Sexual Assaults,5.090909090909091,13.0,13,0.0,0.1
118977119,2020-06-03,slim,"hmmm. it helps us escape our inner battles, but it helps us fight our inner battles. well, which one is it?",1,Unknown Hometown,Dec 2004,3,Access Fund Member,Climbing's impact on mental health,4.142857142857143,8.666666666666666,26,0.0,0.1666666666666666
108278310,2013-08-07,Locker,"""If all else fails, beat the stud back and forth,""   They snap off relatively easy using a long wrench handle as well. Twist those fuckers until they SNAP! Then hopefully there is enough room to tap them down into the hole and patch those suckers right up toot sweet!I too have beat the fuck out of them until they've snapped. Problem there however (IMO) is there is more of a chance of damaging the rock. But yeah! It has to go that way, sometimes.",0,"Yucca Valley, CA",Oct 2002,9,,Tuning Fork - Bolt Removal,4.333333333333333,16.666666666666668,100,-0.0074007936507936,0.4757936507936507
113989506,2018-01-08,Forrest Carver,easy=fun,0,"Edgecomb, ME",Jul 2014,0,Access Fund Member,Post unpopular opinions here,8.0,1.0,1,0.0,0.0
122124842,2022-03-29,Sirius,"For example, the first pitch of Snake Dike in Yosemite is 200 feet tall.Last time I climbed Snake Dike, last April, there was a party at the p2 anchor. We were the last party of the day, having started late to try to avoid crowds. We gave them lots of time before we left the ground, but they weren't moving, so we started up. When my partner arrived they asked her if we'd like to pass. In chatting, turns out that they were planning to bail.It was the first multi-pitch climb for both of them, and only one of them had lead experience, mostly indoor. The other had also never rapelled before. The leader wasn't liking the look of p3 and was about to rap on his single 60m; the plan was to rap the plumb line 30m, hoping to make the ground, and then his partner, who'd never rapelled, would follow after him. They were both very very gripped. Rapping from there on a 60m would have been not good - 30m was going to leave their leader in the middle of the face - especially if they didn't have skills to reverse that mistake.My partner was gentle and kind and convinced them to let her lower them in turn, using their rope, which she then dropped to them. They were nice people, way over their heads, who would have been in trouble if there were no parties behind them.",24,"Oakland, CA",Nov 2003,0,Access Fund Member,"Bailing Snake Dike, Yosemite (200’ First Pitch)",4.269709543568465,27.4,274,0.0638721804511278,0.4778571428571428
107563718,2012-04-18,Taylor Lais,"I have a 05 Chevy Express with a 4.8L V8.  I love this thing i can fit bikes all my climbing gear and even a dirtibike (then its packed) while sleeping, cooking and traveling.  The best MPG I've got is 18.  But on average I'd say i get 16-17 on the highway, and like 12-13 in town.  A van is expensive to travel/climb with but its so nice to be able to throw everything in and take off.  You can find them somewhat cheap (compared to sprinters) and then make it exactly how you want it inside which is the fun part for me.  Good luck.",0,"Black Hills, SD",Feb 2010,0,,Most fuel efficient climber van?,3.990566037735849,17.285714285714285,121,0.3636363636363636,0.525
109116319,2019-02-19,other,eli poss wrote: Why do you say/think this? Why don't people with bipolar deserve love as much as anybody else? Are they not people just like you?They do. But no one else deserves the the misery and potential violence that unmedicated mentally ill people bring.,0,"San Diego, CA",Apr 2006,5,,Dating a climber...,4.8,13.25,53,0.0499999999999999,0.7
117334141,2019-08-14,coppolillo,Might be time ole Tradiban gets a column on Climbing.com. Better than the drivel they usually publish (did I mention I am a highly esteemed author and climbing journalist?).,9,Unknown Hometown,Sep 2009,0,"Access Fund Member, American Alpine Club Member",Too much Van not enough Life?,5.0,11.333333333333334,34,0.1366666666666667,0.43
121952976,2022-05-12,Chad Namolik,Bienvenidos a mi Insomnio?,0,"Victor, ID",Jan 2010,5,,"Name That Route, Vol. VI",5.75,5.0,5,0.0,0.0
113398124,2017-07-28,Anonymous,As long as both the lobes are in ideal range it doesn't matter that they are different. Now if the rock is not flat it may make a difference or if one of the lobes is over or under cammed it will make a difference.I guess 50pct lobe may be stronger than a 40pct lobe but I don't know if anyone has numbers on that but either one would be fine.As far as offsets they are more for placements that would mean over / under camming of one of the lobes so you need 2 different sizes.,0,Unknown Hometown,unknown,0,,Strength of uneven/offset c4 placements,3.927835051546392,50.5,101,0.14375,0.6140625
107440264,2012-01-17,jhn payne,"My condolences to his wife, family and friends, I enjoyed when he commented here on MP,I seemed to look for his reply, in particular if it involved ice climbing.I will miss those.",0,Unknown Hometown,Oct 2009,6,,Jack Roberts dies after fall ice climbing in Telluride,4.625,38.0,38,0.3333333333333333,0.5166666666666666
122137695,2022-03-31,Marc801 C,"Daniel Chode Rider    wrote:Yesterday was a hot day at Smith. My friends and I were trying bolt from the blue, a really long climb in the shade. There is a mandatory kneebar on the first crux so I needed to be wearing shorts for the kneebar pad also I would get too warm climbing. But I would get real cold belaying this super long route in the shade and doing nothing. Perfect situation for pants over shorts.This is actually a great example supporting Trevor's advocacy of warm-ups. BUT... pulling on warm-ups for belay duty and taking them off to climb is far different than the nonsense of wearing pants over your harness and then climbing that way, which is Trevor's original thesis and shown in the photo he posted.",2,"Sandy, Utah",Feb 2014,5,Access Fund Member,In or out,4.573643410852713,23.666666666666668,142,0.2113095238095238,0.6214285714285713
120818551,2021-06-04,Dakota from North Dakota,"Tal M    wrote:If it's actually good, people will come climb it a bunch and the true ratings will come out. If it's not...well, it will be obvious.I disagree with this. It is common, especially in the Front Range, for okay routes to get hype and great routes to get forgotten. A person's preconceived idea of a line's quality has a big impact on their idea of the routes actual quality. This has lead to 3 stars routes covered in chalk getting mobbed with ascents while the route next door, that is just as good but with only 2 stars in the book, has literal cobwebs on it.",11,"Golden, CO",Nov 2012,0,"Access Fund Member, American Alpine Club Member","Climber Bro from CO comes to Red expecting softness, climbs almost exclusively newly bolted 5.12 routes, proceeds to bitch and whine when he can't finish them.",4.336448598130841,25.2,126,0.25,0.5272727272727272
107866766,2012-10-30,skeeter,"Easy routes are most enjoyable for me lately because of shoulder pain, many reasons to climb being outdoors is #1 for me",0,Lakewood CA,Aug 2012,0,,Do you loathe easy routes?,4.5,24.0,24,0.3266666666666666,0.6066666666666667
118181412,2019-12-26,Uri Erubey,Kyle Elliott wrote: The first time I climbed sober. Never again.Still haven't tried this. I hear its basically a different sport.,2,"Escondido, CA",May 2018,6,Access Fund Member,Most Meaningful Firsts in Climbing,5.190476190476191,8.666666666666666,26,0.1166666666666666,0.3777777777777777
107267485,2011-09-27,Nick Wilder,"Should be any day.  It sat in Apple's queue for a LONG time, then was rejected because of a submission error.  Resubmitted, and it's current status is ""In Review"" again...",0,"Boulder, CO",Jan 2005,3,Access Fund Member,what is the latest on the MP iphone app?,4.666666666666667,13.0,39,-0.025,0.4
112443964,2017-01-15,Mark lewin,Cool thanks bud! That one looks great! This is the one I was looking for. Both look epic for sure!    youtu.be/6IMRXfYB7bw,0,Unknown Hometown,Jun 2015,5,,Climbing documentary about drug and alcoholic addicts ,4.714285714285714,5.0,25,0.465,0.5777777777777777
123850391,2023-03-18,Cherokee Nunes,"Kyran Keisling  wrote: …. as I repelled past a putridly crusty rap line (the victim of an errant turd falcon), I officially joined the club.In this context, we’ll give you a pass on “repelled”No! We must give him sheet!",2,Unknown Hometown,May 2015,0,,Mediocre climbing accomplishments,4.615384615384615,17.333333333333332,52,-0.18359375,0.15
116138853,2019-03-22,Paul Hutton,"Blake Neville wrote:Maybe I just stick clip correctly, but why did you tie an overhand to yourself? And then are you implying the overhand failed?Oh, we both definitely know how to get the rope into the first draw with a painter's pole! I know you can, because you just told me! Quite interesting, how you're missing the last sentence, and your profile says you're in the same state in which this occurred to me. I'm not implying anything. I know I'll suffer through no contest when I say that an overhand knot used for weight bearing Will fail. I bet my right ankle on it. Go ask Lynn Hill why she failed to finish her figure 8. I actually made contact with her and Brad Gobright. He's broken ankles 3 times. I wanted their insight on my dilemma. Our brains do weird shit. Check out my profile and ticks, braj. That might shed some light on what I know. And how complacent I could possibly become LOL. That's why I'm sharing my story. Not for your banter. To help you look out for yourself.Actually, braj, you're right. Disregard everything above. You're just right.I'm glad I didn't die, Mr. righteous. I'm actually glad we're having this talk. It might help you realize something that you, otherwise, might have missed, while you're prepping for that big proj!",5,"Penrose, CO",Mar 2012,0,,Your Worst Fall,4.6177777777777775,12.636363636363637,278,0.064859693877551,0.4831632653061224
111776532,2016-04-14,Marc801 C,"Ancent wrote:^^ Regarding the above two posts. I used to only buy the cheapest work gloves at home depot (which definitely work BTW). Now I realize that I can get BD belay gloves for just as cheap, and they're more durable and have easier clipping points (for attaching to a harness). Between clearance racks, sales online, and prodeals, BD gloves are ~$15-10 or less which is basically what your cheapest hardware store sells work gloves for.Costco has a 3-pack of leather gloves for ~$20. Punch a hole at the wrist for hanging on a biner.",1,"Sandy, Utah",Feb 2014,5,Access Fund Member,Belay Gloves. Do you use them?,4.694736842105264,23.0,115,0.1222222222222222,0.4777777777777778
116544920,2019-02-19,Greg D,"Dana Bartlett wrote: I can't believe, given that the average person during World War II would have felt injured by the mere utterance of the words ""damned racketeer"" and ""damned fascist,"" that we are not all speaking German right nowWe definitely missed our chance.Instead, now we have groups that behave like fascists and call themselves anti fascist. Good marketing for the gullible.",5,Here,Apr 2006,3,,"MP, the man had a valid point...",5.225806451612903,36.5,73,0.0559523809523809,0.4226190476190476
108892877,2014-05-01,William Kramer,"How about DMM Dragons? Haven't looked into them a whole bunch, but everyone who has used them seem to love them, do they make some good small cams?",0,"Kemmerer, WY",Jun 2013,5,Access Fund Member,Protection for Sandstone,4.285714285714286,16.5,33,0.2875,0.5
108332281,2013-09-11,Eric Chabot,"""H"" wrote:Whitney-Gilman on Cannon in NH back in 1993. I'll never forget it as I learned a valuable lesson that day and have never made the mistake since. Cannon is indeed a giant exfoliating choss-onion, but for some reason I keep making the mistake of going climbing there.My first multipitch was Condorphamine Addiction in Icicle Creek, WA (all bolts). My first multi, as well as my 2 partners (as well as their first rappel). Thanks to the guys who were rapping down the route and saved our n00b asses--they told us to tie our 3rd into the middle of the rope instead of tossing it down to him after every pitch (yeah I know, we were gonna die).",0,"Salt Lake City, UT",Jul 2011,5,,Your first multi-pitch climb? What and where?,4.5,28.2,141,0.0638888888888888,0.2777777777777777
111690346,2016-03-13,Keatan,"The Valley is a great option in May and as an alternative to flying into Fresno you can fly into San Fransisco and then take the Amtrak to Fresno before catching Yarts. Sometimes this is a lot cheaper, sometimes not so much.",0,AZ,Apr 2011,0,"Access Fund Member, American Alpine Club Member",Climbing destination in may,4.357142857142857,22.5,45,0.6000000000000001,0.6875
112136424,2016-09-12,JK- Branin,"reboot wrote: understand harder grades positively correlate with overhanging climbs? Generally true, and a valid point. But to me his tone came of as mocking the assessment abilities of people climbing lower numbers; I could be totally wrong there, and will totally admit to that.",0,NYC-ish,Nov 2012,6,American Alpine Club Member,Helmets,5.2444444444444445,17.333333333333332,52,-0.0045454545454545,0.5690909090909091
120615853,2022-12-13,Gumby King,"Tradiban    wrote: This is about the community coming together and preventing free soloist death and the death of a person below them.Prevent Soloist Death, but you're (mostly) anti-bolting. Glitch in the Matrix.",1,The Gym,Jun 2016,2,"Access Fund Member, American Alpine Club Member",Cancel Free Soloing,5.5625,19.5,39,0.45,0.65
120586055,2021-04-21,Matt Wetmore,"Glowering    wrote:Climbing ethics regard actions that affect other climbers. This is a style question, not an ethics question.Lol back in the day people seemed to think that the style others climbed in affected them too. Stuff like hangdogging was basically an ethics question.",6,Unknown Hometown,May 2017,4,"Access Fund Member, American Alpine Club Member",Redpointing multipitch with gear,5.418604651162791,16.333333333333332,49,-0.0625,0.1875
116711521,2019-04-08,Kyle Elliott,5.Seven Kevin wrote: Cause you dont know any fucking real climbers maybe??Or you don't know any backcountry hunters? Chill bruh.,6,Granite falls,Jul 2015,3,,"Why don't more people do outdoor activities such as climbing, hiking?",5.45,9.0,27,0.2,0.3
120041981,2021-11-02,Weston Sandfort,"Alright. I gotta get off the internet for awhile. Imo, this thread is about feeling superior to the world’s greatest climber more than it is about safety.The man also ties in with a bowline and skips bolts. More dangerous, yes. Necessary? I’m not sure, because I’m not a 5.15 climber. I’ll let him figure that out.P.S. I would never do any of the above. I’d never belay like this. But I am not Adam Ondra.",2,"Boulder, CO",Apr 2017,0,Access Fund Member,Is the world's best climber a dodgy belayer? ADAM!!!,4.413333333333333,9.9,99,0.23125,0.723611111111111
108390917,2013-10-24,Ben Dubs,My girlfriend and I are looking into visiting brac in the near future! The area looks amazing!!,0,Unknown Hometown,Nov 2012,6,,Planning a rock climbing vacation this winter?,4.647058823529412,6.666666666666667,20,0.3458333333333334,0.475
107918191,2013-01-09,H BL,Very cool indeed.,0,Colorado,Feb 2006,5,,A Dynamic Life,5.0,4.0,4,0.4549999999999999,0.8450000000000001
107959551,2013-01-11,L.D.,"The front bottoms, all to blame.. its NJ punk",0,colorado,Aug 2011,0,,New Tunes,4.111111111111111,11.0,11,0.0,0.0
120281436,2021-04-03,Doctor Drake,"Zach Holt    wrote:Since two days have past, can I get the game started again?As someone who has merely driven through the Cascades, I'm pretty confident in saying it's in the Cascades. Looks like there's a road or a train line across the valley and it doesn't look like I-90. It appears that the Liberty Bell group/spires are in the upper left, which would make the road WA 20. Judging by all the mountains the background, I think this is taken from the super amazing spikey/spirey ridge that you can see to the east from the WA Pass viewpoint. No idea of the name formations or the route, but that's the best guess I can offer.",0,"SF, NYC, Trento",May 2018,6,Access Fund Member,"Name that Route, Vol IV.",4.452173913043478,26.8,134,0.1533333333333333,0.485
122729591,2022-07-15,Mark Pilate,"Cherokee Nunes    wrote:You're limping, Ben.Just cutthe rope Cherokee",1,MN,Jun 2013,5,"Access Fund Member, American Alpine Club Member",Anyone seen this shit?! Lol,7.375,12.0,12,0.0,0.0
108153072,2013-05-24,Syd,"The more life I live, the greater value I place on it.     I'm over 60 and a keen climber but infinitely more safety conscious than when I was young.  I should have died many times when I was a carefree young fella.  Just lucky.",0,Unknown Hometown,May 2013,0,,Acceptance of death and climbing,4.068181818181818,12.5,50,0.3077441077441077,0.5148148148148147
118761703,2020-06-19,Andrew Rice,"Lori Milas    wrote: Ok forget the bolts. I can just build a regular anchor. My main concern right now is rapping near to the ground. Senor's idea of rapping off the Eye on Cyclops is for ""Phase 2"" .  Brandt and I already had that discussion... I have a little remedial work before getting off belay and rapping 150 feet. I'll check out Trash Can. Thank you! If you're game to build your own anchors then J-tree is positively littered with good opportunities. Start with low angle slab raps and then work up to more ambitious things. In the meantime, there are multiple bolted anchors on Hodgepodge Rockin Indian Cove. I think it's group site 5? Anyway, look it up in the guidebook. I've never walked up it but I know there's a way. And the raps are maybe 40 feet or so and slabby. The anchor I'm thinking of is at the top of the climb ""Lucy"" but there are at least two more up there.",1,"Los Angeles, CA",Jan 2016,1,"Access Fund Member, American Alpine Club Member",New and Experienced Climbers Over 50 #11,4.275449101796407,12.25,196,0.1997222752737458,0.4612603083191318
122995808,2022-12-11,Andrew Rice,"Lori Milas    wrote:Brandt’s garden is very cool. Mine, not so much. My whiskey barrel is a rain barrel today.Yea, I'm always interested in stories. I could have sworn I discovered this route (grit roof)... as though it had never been climbed before. Looks like it rained hard today. I was supposed to be out there climbing today but waived off because of the forecast. Seems I made the right choice.",2,"Los Angeles, CA",Jan 2016,1,"Access Fund Member, American Alpine Club Member",New and Experienced climbers over 50 #22,4.685714285714286,12.428571428571429,87,0.1798095238095238,0.5244761904761905
123642380,2023-01-12,Chris Comair,Kai Larson    wrote:Chamonix:Poco Loco*chef kiss*,1,"Seattle, WA",Mar 2016,6,American Alpine Club Member,Best post-climbing food at popular climbing areas?,8.4,12.0,12,0.0,0.0
